player_id,player_name,player_photo,player_type,player_injury_reason,team_id,team_name,team_logo,fixture_id,fixture_timezone,fixture_date,fixture_timestamp,league_id,league_season,league_name,league_country,league_logo,league_flag
1561,"""M. Bartra""","""https:\/\/media-4.api-sports.io\/football\/players\/1561.png""","""Missing Fixture""","""Muscle Injury""",543,"""Real Betis""","""https:\/\/media-4.api-sports.io\/football\/teams\/543.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
18998,"""V. Camarasa""","""https:\/\/media-4.api-sports.io\/football\/players\/18998.png""","""Missing Fixture""","""Lacking Match Fitness""",543,"""Real Betis""","""https:\/\/media-4.api-sports.io\/football\/teams\/543.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
1582,"""R. Gonzalez""","""https:\/\/media-4.api-sports.io\/football\/players\/1582.png""","""Missing Fixture""","""Muscle Injury""",543,"""Real Betis""","""https:\/\/media-4.api-sports.io\/football\/teams\/543.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
1577,"""D. Lainez""","""https:\/\/media-4.api-sports.io\/football\/players\/1577.png""","""Missing Fixture""","""Knee Injury""",543,"""Real Betis""","""https:\/\/media-4.api-sports.io\/football\/teams\/543.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
47547,"""A. Moreno""","""https:\/\/media-4.api-sports.io\/football\/players\/47547.png""","""Missing Fixture""","""Muscle Injury""",543,"""Real Betis""","""https:\/\/media-4.api-sports.io\/football\/teams\/543.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
1264,"""Y. Sabaly""","""https:\/\/media-4.api-sports.io\/football\/players\/1264.png""","""Missing Fixture""","""Muscle Injury""",543,"""Real Betis""","""https:\/\/media-4.api-sports.io\/football\/teams\/543.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
46824,"""I. Alejo""","""https:\/\/media-4.api-sports.io\/football\/players\/46824.png""","""Missing Fixture""","""Injury""",724,"""Cadiz""","""https:\/\/media-4.api-sports.io\/football\/teams\/724.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
2508,"""S. Arzamendia""","""https:\/\/media-4.api-sports.io\/football\/players\/2508.png""","""Missing Fixture""","""Muscle Injury""",724,"""Cadiz""","""https:\/\/media-4.api-sports.io\/football\/teams\/724.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
46770,"""J. A. Garrido""","""https:\/\/media-4.api-sports.io\/football\/players\/46770.png""","""Missing Fixture""","""Tendon Injury""",724,"""Cadiz""","""https:\/\/media-4.api-sports.io\/football\/teams\/724.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
46772,"""Jose Mari""","""https:\/\/media-4.api-sports.io\/football\/players\/46772.png""","""Missing Fixture""","""Muscle Injury""",724,"""Cadiz""","""https:\/\/media-4.api-sports.io\/football\/teams\/724.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
47095,"""N. Mesa""","""https:\/\/media-4.api-sports.io\/football\/players\/47095.png""","""Missing Fixture""","""Injury""",724,"""Cadiz""","""https:\/\/media-4.api-sports.io\/football\/teams\/724.png""",720752,"""UTC""","""2021-08-20T19:00:00+00:00""",1629486000,140,2021,"""La Liga""","""Spain""","""https:\/\/media-4.api-sports.io\/football\/leagues\/140.png""","""https:\/\/media-4.api-sports.io\/flags\/es.svg""}"
